round,player 0 bankroll,player 1 bankroll,player 2 bankroll
785,473.0,419.0,393.0
786,470.0,416.0,390.0
787,482.0,428.0,387.0
788,479.0,425.0,384.0
789,476.0,425.0,381.0
790,476.0,422.0,378.0
791,473.0,419.0,375.0
792,473.0,431.0,372.0
793,470.0,428.0,372.0
794,467.0,425.0,372.0
795,467.0,422.0,369.0
796,464.0,419.0,369.0
797,464.0,416.0,366.0
798,464.0,416.0,366.0
799,464.0,413.0,363.0
800,464.0,410.0,360.0
801,461.0,410.0,357.0
802,458.0,410.0,354.0
803,455.0,407.0,351.0
804,452.0,407.0,348.0
805,449.0,404.0,345.0
806,446.0,404.0,345.0
807,446.0,404.0,345.0
808,443.0,404.0,342.0
809,455.0,401.0,342.0
810,452.0,401.0,342.0
811,449.0,413.0,339.0
812,449.0,410.0,339.0
813,449.0,407.0,336.0
814,446.0,404.0,333.0
815,443.0,416.0,333.0
816,455.0,416.0,345.0
817,499.0,413.0,342.0
818,499.0,413.0,342.0
819,499.0,413.0,342.0
820,496.0,425.0,339.0
821,493.0,425.0,336.0
822,490.0,422.0,333.0
823,490.0,422.0,330.0
824,487.0,419.0,330.0
825,484.0,419.0,327.0
826,496.0,431.0,327.0
827,493.0,428.0,327.0
828,490.0,425.0,324.0
829,502.0,425.0,321.0
830,502.0,425.0,321.0
831,499.0,422.0,318.0
832,499.0,422.0,315.0
833,496.0,422.0,315.0
834,508.0,419.0,312.0
835,505.0,416.0,309.0
836,502.0,413.0,306.0
837,502.0,413.0,318.0
838,499.0,413.0,315.0
839,496.0,410.0,315.0
840,496.0,407.0,312.0
841,496.0,407.0,309.0
842,496.0,407.0,306.0
843,496.0,404.0,303.0
844,496.0,404.0,303.0
845,496.0,404.0,300.0
846,496.0,404.0,297.0
847,496.0,401.0,297.0
848,493.0,398.0,294.0
849,490.0,395.0,291.0
850,487.0,395.0,288.0
851,484.0,395.0,288.0
852,496.0,392.0,300.0
853,493.0,389.0,297.0
854,493.0,386.0,294.0
855,505.0,386.0,291.0
856,505.0,383.0,291.0
857,502.0,383.0,291.0
858,499.0,395.0,303.0
859,496.0,395.0,300.0
860,508.0,407.0,297.0
861,505.0,404.0,294.0
862,502.0,401.0,291.0
863,499.0,401.0,288.0
864,496.0,413.0,300.0
865,496.0,413.0,297.0
866,493.0,413.0,294.0
867,490.0,413.0,294.0
868,487.0,410.0,291.0
869,484.0,422.0,291.0
870,481.0,419.0,291.0
871,481.0,416.0,288.0
872,481.0,413.0,285.0
873,481.0,410.0,285.0
874,478.0,407.0,282.0
875,478.0,407.0,282.0
876,478.0,404.0,279.0
877,475.0,416.0,276.0
878,472.0,428.0,273.0
879,469.0,440.0,270.0
880,466.0,437.0,267.0
881,466.0,434.0,264.0
882,463.0,434.0,264.0
883,460.0,431.0,261.0
884,460.0,431.0,258.0
885,457.0,475.0,302.0
886,454.0,472.0,302.0
887,451.0,469.0,299.0
888,448.0,466.0,296.0
889,460.0,478.0,293.0
890,460.0,475.0,305.0
891,472.0,472.0,302.0
892,472.0,469.0,299.0
893,469.0,466.0,296.0
894,469.0,463.0,293.0
895,469.0,460.0,290.0
896,466.0,457.0,287.0
897,466.0,454.0,284.0
898,463.0,451.0,328.0
899,460.0,451.0,328.0
900,457.0,451.0,328.0
901,457.0,448.0,328.0
902,501.0,445.0,325.0
903,498.0,442.0,322.0
904,495.0,442.0,322.0
905,495.0,439.0,334.0
906,507.0,436.0,331.0
907,507.0,433.0,328.0
908,507.0,430.0,328.0
909,519.0,427.0,328.0
910,516.0,424.0,325.0
911,513.0,421.0,322.0
912,513.0,421.0,334.0
913,513.0,418.0,334.0
914,510.0,415.0,331.0
915,510.0,415.0,328.0
916,507.0,412.0,325.0
917,504.0,409.0,325.0
918,504.0,409.0,322.0
919,504.0,406.0,334.0
920,501.0,403.0,331.0
921,501.0,403.0,331.0
922,498.0,403.0,328.0
923,495.0,403.0,325.0
924,495.0,403.0,325.0
925,495.0,400.0,325.0
926,492.0,400.0,322.0
927,489.0,397.0,319.0
928,486.0,394.0,319.0
929,483.0,394.0,316.0
930,480.0,394.0,316.0
931,480.0,394.0,313.0
932,480.0,391.0,310.0
933,492.0,388.0,307.0
934,492.0,388.0,307.0
935,492.0,385.0,304.0
936,492.0,382.0,301.0
937,492.0,379.0,301.0
938,489.0,376.0,301.0
939,501.0,373.0,298.0
940,501.0,370.0,295.0
941,513.0,367.0,295.0
942,513.0,364.0,292.0
943,513.0,364.0,289.0
944,513.0,361.0,286.0
945,510.0,361.0,283.0
946,510.0,361.0,280.0
947,507.0,358.0,277.0
948,507.0,370.0,289.0
949,507.0,370.0,289.0
950,504.0,367.0,286.0
951,501.0,367.0,283.0
952,501.0,364.0,283.0
953,498.0,364.0,283.0
954,498.0,361.0,280.0
955,495.0,373.0,277.0
956,495.0,370.0,277.0
957,495.0,367.0,274.0
958,495.0,364.0,274.0
959,495.0,361.0,271.0
960,492.0,358.0,268.0
961,489.0,355.0,265.0
962,486.0,355.0,262.0
963,486.0,355.0,262.0
964,483.0,352.0,262.0
965,480.0,352.0,259.0
966,477.0,352.0,256.0
967,474.0,352.0,256.0
968,471.0,349.0,253.0
969,468.0,349.0,250.0
970,468.0,361.0,250.0
971,465.0,358.0,247.0
972,462.0,355.0,244.0
973,459.0,355.0,244.0
974,456.0,352.0,241.0
975,456.0,349.0,241.0
976,456.0,349.0,241.0
977,453.0,349.0,241.0
978,450.0,346.0,241.0
979,447.0,346.0,241.0
980,447.0,343.0,238.0
981,444.0,343.0,238.0
982,441.0,343.0,235.0
983,441.0,343.0,235.0
984,441.0,355.0,232.0
985,438.0,352.0,229.0
986,435.0,349.0,226.0
987,432.0,346.0,223.0
988,444.0,358.0,220.0
989,441.0,355.0,220.0
